车型ID,车辆型号,图片,车系ID,车系名称,车系名称,车系别称,年份,生产状态,销售状态,,论坛,车辆级别,外观颜色,厂商指导价,参考价,优惠幅度,保修政策,排量,发动机,,档位,变速箱类型,最高车速km/h,,,年份,车身型式,动力类型,车长/mm,车宽/mm,车高/mm,轴距/mm,整车质量/kg,座位数,行李箱容积/L,邮箱容积/L,前轮胎规格,后轮胎规格,备胎,保修政策,,,,,,,,行李箱容积/L,,,,,排量/ml,排量/L,最大功率/kW,最大马力/Ps,最大功率转速,最大扭矩,最大扭矩转速,发送机型式,发动机缸数,发动机方式,供油方式,,燃油标号,发动机启停,变速箱类型,档位个数,最高车速,0-100km/h加速时间[s],混合工况油耗[L/100km],环保标准,,,,,,,,,,,,,,,,,,,,驱动方式,前悬挂类型,后悬挂类型,可调悬挂,前轮制动类型,后轮制动类型,驻车制动类型,车体结构,限滑差速器/差速锁,,,,,,,,,,,,防抱死ABS,制动力分配(EBD/CBC等),制动辅助(BA/EBA等),牵引力控制(ASR/TCS等),车身稳定控制(ESP/DSC等),主驾驶安全气囊,副驾驶安全气囊,前侧气囊,后侧气囊,侧安全气帘,膝部气囊,安全带气囊,后排中央气囊,胎压监测,零胎压续行轮胎,后排儿童座椅接口,定速巡航,车道保持,碰撞报警/主动刹车,疲劳提醒,自动泊车,遥控泊车,自动驾驶辅助,自动驻车,上坡辅助,陡坡缓降,夜视系统,可变齿比转向,前倒车雷达,后倒车雷达,倒车影像,驾驶模式选择,,前大灯,LED日间行车灯,自动大灯,前雾灯,大灯功能,天窗类型,前电动车窗,后电动车窗,外后视镜电动调节,,内后视镜自动防眩目,流媒体内后视镜,流媒体外后视镜,外后视镜自动防眩目,隐私玻璃,前雨刷器,后雨刷器,电吸门,电动侧滑门,电动行李厢,车顶行李架,中控锁,智能钥匙,远程遥控功能,,,,,内饰材质,车内氛围灯,遮阳板化妆镜,方向盘材质,多功能方向盘,方向盘调节,方向盘加热,方向盘换挡,前排空调,后排空调,,,,,座椅材质,运动风格座椅,主座椅电动调节,副座椅电动调节,主座椅调节方式,副座椅调节方式,第二排座椅电动调节,第二排座椅调节方式,前排座椅功能,后排座椅功能,前排中央扶手,后排中央扶手,第三排座椅,座椅放倒方式,后排杯架,后排折叠桌板,中控彩色液晶屏,全液晶仪表盘,行车电脑显示屏,HUD平视显示,GPS导航,,车载APP应用,手机互联(Carplay&Android),手机无线充电,手势控制系统,CD/DVD,蓝牙/WIFI连接,外接接口,,音响品牌,"扬声器数量[个] 
",,车载220V电源,液晶屏尺寸 ,,,
137601,顶配版,http://image.bitautoimg.com/autoalbum/V2.1/images/150-100.gif,6064,奥迪RS Q3,奥迪RS Q3,aodirsq3-6064,2020,待产,待销,,http://baa.bitauto.com/,紧凑型SUV,,无,无,,,,,,,,,,,,SUV,汽油,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
132853,30 TFSI S line海外版,https://img4.bitautoimg.com/autoalbum/files/20190301/526/2019030115051551516683_2.jpg,2921,奥迪A1,奥迪A1,aodia1,2019,待产,待销,,http://baa.bitauto.com/aodia1/,小型车,"米萨诺红珠光漆,#E12728",无,无,,,,,,,,,,,,两厢,汽油,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
138446,顶配版,https://img1.bitautoimg.com/autoalbum/files/20191121/505/201911211627202720237284_2.jpg,2591,奥迪S8,奥迪S8,aodis8,2020,待产,待销,,http://baa.bitauto.com/s-club/,豪华车,,无,无,,,,,,,,,,,,三厢,汽油,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
125994,2.5T Coupe,https://img4.bitautoimg.com/autoalbum/files/20170930/995/201709301123092392288_2.jpg,5205,奥迪TT RS,奥迪TT RS,aodittrs,2017,在产,在销,,http://baa.bitauto.com/,小型跑车,"美洲豹黑,#000000|米索斯黑,#000000|金刚鹦鹉蓝,#01649f|天云灰,#404445|纳多灰,#616161|绿色,#72f843|花剑银,#aaaeb1|加泰罗尼亚红,#c30028|冰川白,#cacfcb|维加斯黄,#f9b900",76.98万,55.14-84.80万,27.57万,3年或10万公里,2.5,涡轮增压,,7,双离合,250,10,9,2017,跑车,汽油,4194,1832,1367,2502,1490,4,,55,245/35 R19,245/35 R19,无备胎,3年或10万公里,,,,,,,,,,,11,,2480,2.5,294,400,5850-7000,480,1700-5850,直列,5,涡轮增压,混合喷射,,95号,有,双离合,7,250,3.7,8.4,国五,,,,,,,,,,,,,,,,,,,,全时四驱,麦弗逊式独立悬架,多连杆式独立悬架,选配|13000,通风盘,通风盘,电子驻车,承载式,无,,,,,,,,,,,,有,有,有,有,有,有,有,无,有,有,无,无,无,有,无,有,定速巡航,选配|8000,无,有,无,无,无,有,无,无,无,无,有,有,后方影像,有,选配|8000,LED,有,"自动开闭,自动远近光,自动转向,转向辅助灯",无,高度调节,无,有,无,"电动调节,电动折叠,后视镜记忆,后视镜加热",,有,有,无,无,无,感应雨刷,无,无,无,无,无,遥控中控,"智能进入,无钥匙启动",无,有,有,无,无,"塑料,皮质",有,有,皮质,有,"上下调节,前后调节",无,有,双温区自动空调,无,无,无,无,无,皮质,有,电动调节,电动调节,"靠背调节,高低调节,腰部调节,前后调节","靠背调节,高低调节,腰部调节,前后调节",无,无,加热,无,有,无,无,按比例放倒,无,无,无,有,有,无,GPS导航,无,语音控制,无,无,无,无,"蓝牙,wifi","AUX,USB",无,无,9月12日,无,无,,无,有,无
131351,2.0T Limousine,https://img2.bitautoimg.com/autoalbum/files/20190425/035/2019042510153515358425_2.jpg,3781,奥迪S3,奥迪S3,s3,2019,在产,在销,,http://baa.bitauto.com/s-club/,紧凑型车,"旋风黑,#050607|美洲豹黑,#0a090d|米索斯黑,#12191b|纳瓦拉蓝,#19315b|金刚鹦鹉蓝,#274ea2|维诺灰,#323737|天云灰,#484b4c|探戈红,#962421|花剑银,#c8c9c9|冰川白,#d7dbd7|维加斯黄,#f0bb41|朱鹭白,#ffffff",36.38万,26.47-37.15万,9.90万,3年或10万公里,2,涡轮增压,,7,双离合,250,26,10,2018,三厢,汽油,4474,1796,1392,2628,1555,5,390,55,225/40 R18,225/40 R18,非全尺寸,3年或10万公里,,,,,,,,,,,,,1984,2,213,290,5400-6500,380,1850-5300,直列,4,涡轮增压,混合喷射,,95号,有,双离合,7,250,4.8,7.2,国五,,,,,,,,,,,,,,,,,,,,全时四驱,麦弗逊式独立悬架,多连杆式独立悬架,选配|14400,通风盘,通风盘,电子驻车,承载式,中央,,,,,,,,,,,,有,有,有,有,有,有,有,选配|5200,有,有,有,无,无,有,无,有,"无,定速巡航|4400,ACC自适应巡航|8300",选配,无,无,选配|4000,无,无,有,有,无,无,有,选配,有,"无,后方影像|6000",有,选配|7400,LED,有,"自动开闭,自动远近光|0,自动转向|0",无,"高度调节,大灯清洗",全景天窗,有,有,"电动调节,后视镜加热,电动折叠|2900",,有,选配|3800,选配|5900,无,无,感应雨刷,无,无,无,无,无,遥控中控,"无钥匙启动,智能进入|0",无,无,无,无,无,皮质,选配|2900,有,皮质,有,"上下调节,前后调节",无,选配|1600,双温区自动空调,手动空调,无,有,无,无,皮质,有,电动调节,电动调节,"靠背调节,高低调节,腰部调节,前后调节","靠背调节,高低调节,腰部调节,前后调节",无,无,"无,加热|5000",无,有,有,无,按比例放倒,有,无,普通液晶屏,有,有,无,GPS导航,有,无,无,无,无,单碟cd,蓝牙,USB,无,"无,B＆O|11600",7月8日,无,无,,无,有,无
123567,Coupe,https://img4.bitautoimg.com/autoalbum/files/20170528/625/22564062543619_2.jpg,5204,奥迪TTS,奥迪TTS,aoditts,2017,在产,在销,,http://baa.bitauto.com/,小型跑车,"旋风黑,#000000|深海蓝,#001e36|幻影黑,#020202|冲刺蓝,#0d4c8a|美洲豹黑,#252024|斯科巴蓝,#253862|乌龙灰,#2f2f2d|雄鹰灰,#455052|达科塔灰,#615652|太空灰,#626365|石榴红,#890223|石英灰,#c0c0c0|炫目红,#c30028|撒哈拉银,#c3c0b7|萨摩亚橙,#d37201|水晶银,#d7d8da|火山红,#df4a44|番木瓜黄,#f1ce3b|朱鹭白,#f7f6f1|日光橙,#ff7707",59.78万,38.92-65.88万,21.41万,3年或10万公里,2,涡轮增压,,6,双离合,250,10,1,2017,跑车,汽油,4191,1832,1314,2502,1445,4,305,55,245/40 R18,245/40 R18,非全尺寸,3年或10万公里,,,,,,,,712,,,11,,1984,2,210,286,5300-6200,380,1800-5200,直列,4,涡轮增压,直喷,,95号,有,双离合,6,250,4.7,7.5,国五,,,,,,,,,,,,,,,,,,,,全时四驱,麦弗逊式独立悬架,多连杆式独立悬架,有,通风盘,盘式,电子驻车,承载式,无,,,,,,,,,,,,有,有,有,有,有,有,有,无,有,有,无,无,无,有,无,有,定速巡航,选配|6500,无,无,选配|3000,无,无,有,无,无,无,有,有,有,"无,后方影像|8000",有,选配|7000,LED,有,"自动开闭,自动转向,转向辅助灯",无,"高度调节,大灯清洗",无,有,无,"电动调节,电动折叠,后视镜加热",,有,有,选配|5500,无,无,感应雨刷,无,无,无,无,无,遥控中控,"无,智能进入|0,无钥匙启动|0",无,有,无,无,无,"塑料,皮质,金属",无,有,皮质,有,"上下调节,前后调节",无,有,自动空调,无,无,有,无,无,皮质,有,电动调节,电动调节,"靠背调节,高低调节,腰部调节,腿托调节,前后调节","靠背调节,高低调节,腰部调节,腿托调节,前后调节",无,无,加热,无,有,无,无,按比例放倒,无,无,无,有,有,无,GPS导航,有,语音控制,无,无,无,多碟cd,"蓝牙,wifi","AUX,USB",无,B＆O,12个以上,无,无,,无,有,无
123568,Roadster,https://img4.bitautoimg.com/autoalbum/files/20170528/625/22564062543619_2.jpg,5204,奥迪TTS,奥迪TTS,aoditts,2017,在产,在销,,http://baa.bitauto.com/,小型跑车,"旋风黑,#000000|深海蓝,#001e36|幻影黑,#020202|冲刺蓝,#0d4c8a|美洲豹黑,#252024|斯科巴蓝,#253862|乌龙灰,#2f2f2d|雄鹰灰,#455052|达科塔灰,#615652|太空灰,#626365|石榴红,#890223|石英灰,#c0c0c0|炫目红,#c30028|撒哈拉银,#c3c0b7|萨摩亚橙,#d37201|水晶银,#d7d8da|火山红,#df4a44|番木瓜黄,#f1ce3b|朱鹭白,#f7f6f1|日光橙,#ff7707",63.48万,42.62-69.88万,22.71万,3年或10万公里,2,涡轮增压,,6,双离合,250,10,1,2017,跑车,汽油,4191,1832,1316,2502,1540,2,280,55,245/40 R18,245/40 R18,非全尺寸,3年或10万公里,,,,,,,,,,,11,,1984,2,210,286,5300-6200,380,1800-5200,直列,4,涡轮增压,直喷,,95号,有,双离合,6,250,5,7.6,国五,,,,,,,,,,,,,,,,,,,,全时四驱,麦弗逊式独立悬架,多连杆式独立悬架,有,通风盘,盘式,电子驻车,承载式,无,,,,,,,,,,,,有,有,有,有,有,有,有,无,有,无,无,无,无,有,无,无,定速巡航,选配|6500,无,无,选配|3000,无,无,有,无,无,无,有,有,有,"无,后方影像|8000",有,选配|7000,LED,有,"自动开闭,自动转向,转向辅助灯",无,"高度调节,大灯清洗",无,有,无,"电动调节,电动折叠,后视镜加热",,有,有,无,无,无,感应雨刷,无,无,无,无,无,遥控中控,"无,智能进入|0,无钥匙启动|0",无,有,无,无,无,"塑料,皮质,金属",无,无,皮质,有,"上下调节,前后调节",无,有,自动空调,无,无,有,无,无,皮质,有,电动调节,电动调节,"靠背调节,高低调节,腰部调节,腿托调节,前后调节","靠背调节,高低调节,腰部调节,腿托调节,前后调节",无,无,加热,无,有,无,无,无,无,无,无,有,有,无,GPS导航,有,语音控制,无,无,无,多碟cd,"蓝牙,wifi","AUX,USB",无,B＆O,12个以上,无,无,,无,有,无
137780,60 TFSIe quattro,https://img2.bitautoimg.com/autoalbum/files/20191108/982/201911084943_2.jpg,5147,奥迪Q7 插电混动,奥迪Q7 插电混动,aoeiq7chadianhundong,2020,待产,待销,,http://baa.bitauto.com/,中大型SUV,,无,无,,,,,,,,,,,,SUV,插电混合,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131926,55 e-tron,https://img2.bitautoimg.com/autoalbum/files/20191108/982/201911084943_2.jpg,5147,奥迪Q7 插电混动,奥迪Q7 插电混动,aoeiq7chadianhundong,2019,在产,在销,,http://baa.bitauto.com/,中大型SUV,"魔力黑金属漆,#010005|墨黑,#0d080a|墨蓝金属漆,#1d334b|阿格斯棕金属漆,#3a2d24|天云灰珠光漆,#3a3e3f|石墨灰金属漆,#636562|钻石米金属漆,#a89b8c|花剑银金属漆,#aaaeb1|冰川白金属漆,#d4d9d5|卡拉拉白,#e5e8e1",79.08万,51.58-80.88万,27.50万,3年或10万公里,2,涡轮增压,,8,手自一体,228,21,11,2018,SUV,插电混合,5071,1968,1716,3001,2515,5,645,75,255/55 R19,255/55 R19,无备胎,3年或10万公里,,,,,,,,1875,,0,12.4,,1984,2,185,252,5000-6000,370,1600-4500,直列,4,涡轮增压,混合喷射,,95号,有,手自一体,8,228,5.9,2.4,国五,94,350,,,94,350,17,10.8,2.5,30.8,56,不限里程,,270,700,,,,,全时四驱,多连杆式独立悬架,多连杆式独立悬架,无,通风盘,通风盘,电子驻车,承载式,无,,,,,,,,22,20,17,,有,有,有,有,有,有,有,选配|5300,有,有,无,无,无,有,无,有,定速巡航,无,选配|3700,无,无,无,无,有,有,有,选配|30900,无,有,有,后方影像,有,无,"LED,矩阵LED|14100",有,"自动开闭,自动远近光|2200",有,"高度调节,大灯清洗",全景天窗,有,有,"电动调节,电动折叠,后视镜记忆,后视镜加热",,有,有,选配|6600,选配|4100,选配|4100,感应雨刷,后雨刷,选配|9400,无,无,有,遥控中控,"智能进入,无钥匙启动",无,无,无,无,,"塑料,皮质,木制,金属",有,有,皮质,有,"上下调节,前后调节",选配|3200,选配|3200,双温区自动空调,自动空调,无,有,无,无,皮质,无,带记忆电动调节,带记忆电动调节,"靠背调节,高低调节,腰部调节,前后调节","靠背调节,高低调节,腰部调节,前后调节",无,无,"加热,通风|5900,按摩|6600","无,加热|5900",有,有,无,按比例放倒,有,无,普通液晶屏,有,有,选配|20500,GPS导航,有,语音控制,无,无,无,无,蓝牙,"无,USB|2200",无,"无,BOSE|16900,B＆O|90600",9月12日,无,无,,无,,
137301,顶配版,https://img3.bitautoimg.com/autoalbum/files/20180404/703/201804041616031638362_2.jpg,3634,奥迪S6,奥迪S6,aodis6haiwai,2020,待产,待销,,http://baa.bitauto.com/s-club/,中大型车,"旋风黑,#000000|月光蓝,#000f22|幻影黑,#020202|圣邦蓝,#0a2289|哈瓦那黑,#1c1a17|哥特蓝绿,#2a4336|乌龙灰,#2f2f2d|石英灰,#c0c0c0|米萨诺红,#cd002b|水晶银,#d7d8da|朱鹭白,#f7f6f1|冰川白,#ffffff",无,无,,,,,,,,,,,,三厢,汽油,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
125793,4.0TFSI,https://img3.bitautoimg.com/autoalbum/files/20180404/703/201804041616031638362_2.jpg,3634,奥迪S6,奥迪S6,aodis6haiwai,2018,停产,在销,,http://baa.bitauto.com/s-club/,中大型车,"旋风黑,#000000|月光蓝,#000f22|幻影黑,#020202|圣邦蓝,#0a2289|哈瓦那黑,#1c1a17|哥特蓝绿,#2a4336|乌龙灰,#2f2f2d|石英灰,#c0c0c0|米萨诺红,#cd002b|水晶银,#d7d8da|朱鹭白,#f7f6f1|冰川白,#ffffff",90.58万,58.88-99.98万,32.48万,3年或10万公里,4,涡轮增压,,7,双离合,250,25,8,2017,三厢,汽油,4934,1847,1443,2917,2000,5,530,75,255/40 R19,255/40 R19,非全尺寸,3年或10万公里,,,,,,,,,,,,,3993,4,331,450,5800-6400,550,1400-5700,V型,8,涡轮增压,直喷,,95号,有,双离合,7,250,4.4,9.9,国五,,,,,,,,,,,,,,,,,,,,全时四驱,多连杆式独立悬架,双叉臂式独立悬架,有,通风盘,通风盘,电子驻车,承载式,后桥,,,,,,,,,,,,有,有,有,有,有,有,有,有,有,有,无,无,无,有,无,有,ACC自适应巡航,选配|8600,无,无,无,无,无,选配|6100,有,无,选配|30900,有,有,有,"无,后方影像|7000,360度全景摄像|17200",有,选配,LED,有,"无,自动远近光|2100",无,"高度调节,大灯清洗",单天窗,有,有,"电动折叠,后视镜记忆",,有,有,有,有,有,感应雨刷,无,无,无,电动开合,无,遥控中控,"智能进入,无钥匙启动",无,无,无,无,无,"皮质,碳纤维",选配|4500,有,皮质,有,"上下调节,前后调节,电动上下前后调节|6200",选配|4300,有,双温区自动空调,双温区自动空调,无,有,无,无,皮质,有,带记忆电动调节,电动调节,"靠背调节,高低调节,腰部调节,前后调节","靠背调节,高低调节,腰部调节,前后调节",无,无,"加热,按摩|0,通风|12500","无,加热|5500",有,有,无,按比例放倒,有,无,普通液晶屏,无,有,选配|21500,GPS导航,无,无,"CarPlay,CarLife",无,无,"无,单碟dvd|10000",蓝牙,SD卡槽,无,BOSE,12个以上,无,无,,有,有,无
125993,2.5T Limousine,https://img1.bitautoimg.com/autoalbum/files/20190425/906/201904251726242624125561_2.jpg,5206,奥迪RS 3,奥迪RS 3,aodirs3-5206,2017,在产,在销,,http://baa.bitauto.com/aodirs/,紧凑型车,"金刚鹦鹉蓝水晶漆,#006fae|暗绿色,#00869f|美洲豹黑水晶漆,#0e020c|米索斯黑金属漆,#1d2025|天云灰珠光漆,#49565c|绿色,#72f843|纳多灰,#77767b|花剑银金属漆,#c4c7cc|加泰罗尼亚红金属漆,#d8090f|粉色,#e2608e|冰川白金属漆,#e9eee8",51.38万,36.25-56.50万,18.38万,3年或10万公里,2.5,涡轮增压,,7,双离合,250,10,9,2017,三厢,汽油,4479,1802,1399,2628,1595,5,425,55,235/35 R19,235/35 R19,无备胎,3年或10万公里,,,,,,,,,,,,,2480,2.5,294,400,5850-7000,480,1700-5850,直列,5,涡轮增压,混合喷射,,95号,有,双离合,7,250,4.1,8.8,国五,,,,,,,,,,,,,,,,,,,,全时四驱,麦弗逊式独立悬架,多连杆式独立悬架,选配|11200,通风盘,通风盘,电子驻车,承载式,无,,,,,,,,,,,,有,有,有,有,有,有,有,选配|5200,有,有,无,无,无,有,无,有,"无,定速巡航|4400,ACC自适应巡航|11100",选配,选配|5000,无,无,无,无,有,有,无,无,有,有,有,后方影像,有,选配,LED,有,"自动开闭,自动远近光|2000",无,高度调节,全景天窗,有,有,"电动调节,电动折叠,后视镜加热",,有,有,无,无,无,感应雨刷,无,无,无,无,无,遥控中控,"智能进入,无钥匙启动",无,无,无,无,无,"塑料,皮质,金属,碳纤维",有,有,皮质,有,"上下调节,前后调节",无,有,双温区自动空调,手动空调,无,无,无,无,皮质,有,电动调节,电动调节,"靠背调节,高低调节,腰部调节,腿托调节,前后调节","靠背调节,高低调节,腰部调节,腿托调节,前后调节",无,无,加热,无,有,有,无,按比例放倒,有,无,普通液晶屏,有,有,无,GPS导航,有,语音控制,CarPlay,无,无,无,"蓝牙,wifi",USB,无,"无,B＆O|7900","7-8,12个以上|7900",无,无,7,无,有,无
133679,55 quattro 时尚版,https://img2.bitautoimg.com/autoalbum/files/20200430/446/202004301606_2.jpg,5476,奥迪e-tron(进口),奥迪e-tron(进口),aodietron,2020,在产,在销,,http://baa.bitauto.com/,中大型SUV,"旋风黑,#000000|纳瓦拉蓝,#081831|星际蓝,#164a79|米索斯黑,#181818|曼哈顿灰,#1f2525|花剑银,#2f3334|风暴灰,#536175|暹罗米,#c1c3b8|加泰罗尼亚红,#d6171d|冰川白,#ffffff",69.28万,49.98-69.28万,6.93万,3年或10万公里,,,,,单速变速箱,200,18,11,2019,SUV,纯电,4901,1935,1628,2928,2630,5,600,,255/55 R19,255/55 R19,非全尺寸,3年或10万公里,,,,,,,,1725,,,,170,,,,,,,,,,,,,,,单速变速箱,,200,5.7,,,300,664,135,309,165,355,95,8.5,0.7,20.4,470,8年 16万公里,,,,,,,,全时四驱,多连杆式独立悬架,多连杆式独立悬架,有,通风盘,通风盘,电子驻车,承载式,无,,,,,,,,,,,,有,有,有,有,有,有,有,选配|6500,有,有,无,无,无,有,无,有,定速巡航,无,有,选配,无,无,无,无,有,有,选配|31700,无,有,有,360度全景摄像,有,选配,矩阵LED,有,"自动开闭,自动远近光",无,"高度调节,大灯清洗",全景天窗,有,有,"电动调节,电动折叠,后视镜记忆,后视镜加热",,有,有,选配|6600,选配|2900,无,感应雨刷,后雨刷,选配|9400,无,电动开合,有,遥控中控,"智能进入,无钥匙启动",无,无,无,无,无,"塑料,皮质",有,有,皮质,有,"上下调节,前后调节,记忆|0,电动上下前后调节|5900",选配,有,双温区自动空调,"手动空调,双温区自动空调|11800",无,无,无,无,皮质,选配|9300,带记忆电动调节,"电动调节,带记忆电动调节|0","靠背调节,高低调节,腰部调节,腿托调节,前后调节","靠背调节,高低调节,腰部调节,腿托调节,前后调节",无,无,"加热,通风|11800,按摩|22800","无,加热|5600",有,有,无,按比例放倒,有,无,触控式液晶屏,有,有,选配|20500,"GPS导航,实时路况,在线地图",有,智能语音控制,"CarPlay,CarLife",选配|7400,无,无,蓝牙,"USB,SD卡槽",无,"无,B＆O|16900","9-12,12个以上|16900",无,无,10.1,无,有,无
133639,55 quattro 技术版,https://img3.bitautoimg.com/autoalbum/files/20191010/181/20191010202224222430243_2.jpg,5476,奥迪e-tron(进口),奥迪e-tron(进口),aodietron,2020,在产,在销,,http://baa.bitauto.com/,中大型SUV,"旋风黑,#000000|纳瓦拉蓝,#081831|星际蓝,#164a79|米索斯黑,#181818|曼哈顿灰,#1f2525|花剑银,#2f3334|风暴灰,#536175|暹罗米,#c1c3b8|加泰罗尼亚红,#d6171d|冰川白,#ffffff",76.08万,55.18-76.08万,7.61万,3年或10万公里,,,,,单速变速箱,200,18,11,2019,SUV,纯电,4901,1935,1628,2928,2630,5,600,,255/50 R20,255/50 R20,非全尺寸,3年或10万公里,,,,,,,,1725,,,,170,,,,,,,,,,,,,,,单速变速箱,,200,5.7,,,300,664,135,309,165,355,95,8.5,0.7,20.4,470,8年 16万公里,,,,,,,,全时四驱,多连杆式独立悬架,多连杆式独立悬架,有,通风盘,通风盘,电子驻车,承载式,无,,,,,,,,,,,,有,有,有,有,有,有,有,选配|6500,有,有,无,无,无,有,无,有,ACC自适应巡航,选配|2200,有,有,无,无,无,无,有,有,选配|31700,无,有,有,360度全景摄像,有,有,矩阵LED,有,"自动开闭,自动远近光",无,"高度调节,大灯清洗",全景天窗,有,有,"电动调节,电动折叠,后视镜记忆,后视镜加热",,有,有,选配|6600,选配|2900,无,感应雨刷,后雨刷,选配|9400,无,电动开合,有,遥控中控,"智能进入,无钥匙启动",无,无,无,无,无,"塑料,皮质",有,有,皮质,有,"上下调节,前后调节,记忆|0,电动上下前后调节|5900",选配,有,双温区自动空调,双温区自动空调,无,无,无,无,皮质,有,带记忆电动调节,"电动调节,带记忆电动调节|0","靠背调节,高低调节,腰部调节,腿托调节,前后调节","靠背调节,高低调节,腰部调节,腿托调节,前后调节",无,无,"加热,通风|11800,按摩|22800","无,加热|5600",有,有,无,按比例放倒,有,无,触控式液晶屏,有,有,选配|20500,"GPS导航,实时路况,在线地图",有,智能语音控制,"CarPlay,CarLife",选配|7400,无,无,蓝牙,"USB,SD卡槽",无,B＆O,12个以上,无,无,10.1,无,有,无
133680,55 quattro 专享版,https://img2.bitautoimg.com/autoalbum/files/20191010/253/201910102349344934131761_2.jpg,5476,奥迪e-tron(进口),奥迪e-tron(进口),aodietron,2020,在产,在销,,http://baa.bitauto.com/,中大型SUV,"旋风黑,#000000|纳瓦拉蓝,#081831|星际蓝,#164a79|米索斯黑,#181818|曼哈顿灰,#1f2525|花剑银,#2f3334|风暴灰,#536175|暹罗米,#c1c3b8|加泰罗尼亚红,#d6171d|冰川白,#ffffff",80.08万,58.46-80.08万,8.01万,3年或10万公里,,,,,单速变速箱,200,18,11,2019,SUV,纯电,4901,1935,1628,2928,2630,5,600,,255/50 R20,255/50 R20,非全尺寸,3年或10万公里,,,,,,,,1725,,,,170,,,,,,,,,,,,,,,单速变速箱,,200,5.7,,,300,664,135,309,165,355,95,8.5,0.7,20.4,470,8年 16万公里,,,,,,,,全时四驱,多连杆式独立悬架,多连杆式独立悬架,有,通风盘,通风盘,电子驻车,承载式,无,,,,,,,,,,,,有,有,有,有,有,有,有,选配|6500,有,有,无,无,无,有,无,有,ACC自适应巡航,选配|2200,有,有,无,无,无,无,有,有,选配|31700,无,有,有,360度全景摄像,有,有,矩阵LED,有,"自动开闭,自动远近光",无,"高度调节,大灯清洗",全景天窗,有,有,"电动调节,电动折叠,后视镜记忆,后视镜加热",,有,有,选配|6600,选配|2900,无,感应雨刷,后雨刷,选配|9400,无,电动开合,有,遥控中控,"智能进入,无钥匙启动",无,无,无,无,无,"塑料,皮质",有,有,皮质,有,"上下调节,前后调节,记忆|0,电动上下前后调节|5900",选配,有,双温区自动空调,双温区自动空调,无,无,无,无,皮质,有,带记忆电动调节,"电动调节,带记忆电动调节|0","靠背调节,高低调节,腰部调节,腿托调节,前后调节","靠背调节,高低调节,腰部调节,腿托调节,前后调节",无,无,"加热,通风|11800,按摩|22800","无,加热|5600",有,有,无,按比例放倒,有,无,触控式液晶屏,有,有,选配|20500,"GPS导航,实时路况,在线地图",有,智能语音控制,"CarPlay,CarLife",选配|7400,无,无,蓝牙,"USB,SD卡槽",无,B＆O,12个以上,无,无,10.1,无,有,无
